Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Flag_New,Flag_Old,Flag_Recent,Flag_EcoEngine,Flag_Luxury,Flag_TopSeller,Flag_LowSeller
M5,2020,Africa,Red,Hybrid,Manual,2.3,98210,89833.0,3975,Low,0,0,1,0,1,0,0
5 Series,2012,Middle East,Red,Petrol,Automatic,3.2,66550,105684.0,2218,Low,0,1,0,0,1,0,1
i8,2010,North America,Red,Electric,Manual,2.1,169645,42104.0,5099,Low,0,1,0,0,0,0,0
i8,2013,Europe,Silver,Hybrid,Automatic,3.9,143670,84619.0,7170,High,0,1,0,0,1,0,0
i3,2022,Africa,Black,Diesel,Automatic,2.8,182864,66439.0,9149,High,0,0,1,0,0,1,0
X6,2011,Middle East,Blue,Electric,Manual,2.6,73833,95902.0,7157,High,0,1,0,0,1,0,0
M5,2011,South America,White,Diesel,Manual,3.1,18974,111586.0,9138,High,0,1,0,0,1,1,0
X6,2012,South America,Red,Petrol,Manual,3.4,190527,36429.0,545,Low,0,1,0,0,0,0,1
X1,2017,Africa,Grey,Petrol,Automatic,2.0,128275,53922.0,3576,Low,0,1,0,0,0,0,0
M5,2017,North America,Blue,Electric,Manual,4.0,122231,47374.0,8696,High,0,1,0,0,0,1,0
7 Series,2021,Europe,Grey,Electric,Automatic,4.6,55526,99232.0,9470,High,0,0,1,0,1,1,0
7 Series,2024,South America,Silver,Hybrid,Automatic,2.5,182454,36534.0,2310,Low,0,0,1,0,0,0,1
X5,2016,Europe,White,Electric,Manual,2.1,97864,43435.0,5937,Low,0,1,0,0,0,0,0
i8,2015,Europe,Black,Electric,Manual,4.2,181149,104104.0,4817,Low,0,1,0,0,1,0,0
5 Series,2018,South America,Black,Electric,Automatic,2.1,76320,114868.0,225,Low,0,1,0,0,1,0,1
M5,2013,Asia,Red,Petrol,Manual,1.6,117393,87931.0,7844,High,0,1,0,1,1,1,0
X5,2021,Europe,Grey,Petrol,Manual,3.7,117680,53390.0,9445,High,0,0,1,0,0,1,0
i8,2010,Asia,Blue,Petrol,Automatic,2.3,32576,107305.0,3012,Low,0,1,0,0,1,0,0
M5,2017,North America,Grey,Petrol,Manual,2.1,54811,109086.0,6493,Low,0,1,0,0,1,0,0
X5,2016,North America,Silver,Electric,Automatic,4.9,132448,66212.0,782,Low,0,1,0,0,0,0,1
X3,2016,North America,Blue,Hybrid,Manual,2.5,152038,67364.0,1269,Low,0,1,0,0,0,0,1
M5,2024,North America,White,Diesel,Automatic,4.7,127866,38848.0,1203,Low,0,0,1,0,0,0,1
3 Series,2012,Asia,Blue,Petrol,Manual,2.1,99217,92127.0,7901,High,0,1,0,0,1,1,0
M3,2013,Europe,Grey,Petrol,Manual,4.4,137066,115732.0,6794,Low,0,1,0,0,1,0,0
X1,2019,Europe,Black,Hybrid,Manual,3.3,81388,82506.0,4977,Low,0,0,0,0,1,0,0
i8,2018,Europe,Red,Petrol,Manual,1.8,52104,88430.0,9644,High,0,1,0,0,1,1,0
M5,2024,Europe,Grey,Petrol,Manual,4.1,128598,42137.0,8955,High,0,0,1,0,0,1,0
X6,2015,Europe,Silver,Hybrid,Automatic,4.6,35481,36881.0,6201,Low,0,1,0,0,0,0,0
M3,2024,Middle East,Silver,Electric,Automatic,2.1,112682,62132.0,1506,Low,0,0,1,0,0,0,1
5 Series,2024,Africa,White,Diesel,Automatic,4.0,125472,41049.0,9680,High,0,0,1,0,0,1,0
X6,2014,Asia,Grey,Petrol,Automatic,3.1,115727,55303.0,5012,Low,0,1,0,0,0,0,0
X1,2012,South America,Red,Petrol,Automatic,4.1,124754,77043.0,6150,Low,0,1,0,0,1,0,0
X3,2018,Middle East,Red,Hybrid,Manual,4.0,137887,89736.0,3125,Low,0,1,0,0,1,0,0
7 Series,2014,Africa,Grey,Hybrid,Manual,1.6,171637,64195.0,6524,Low,0,1,0,1,0,0,0
i8,2014,Africa,Red,Diesel,Manual,2.1,107018,80133.0,8436,High,0,1,0,0,1,1,0
X1,2023,Middle East,Red,Petrol,Automatic,3.1,45671,33615.0,9338,High,0,0,1,0,0,1,0
3 Series,2013,Africa,Black,Petrol,Automatic,4.8,48750,39953.0,2115,Low,0,1,0,0,0,0,1
7 Series,2023,North America,Grey,Electric,Manual,2.7,114175,74370.0,6750,Low,0,0,1,0,0,0,0
i3,2013,Middle East,Grey,Petrol,Manual,3.7,49893,85037.0,7189,High,0,1,0,0,1,0,0
i3,2021,South America,Blue,Electric,Automatic,1.5,70411,107312.0,5257,Low,0,0,1,1,1,0,0
7 Series,2010,North America,Blue,Diesel,Automatic,4.0,3144,55424.0,5658,Low,0,1,0,0,0,0,0
X5,2016,Europe,Silver,Petrol,Manual,3.6,65329,113817.0,9637,High,0,1,0,0,1,1,0
i3,2018,Africa,White,Diesel,Automatic,4.0,104775,109313.0,6620,Low,0,1,0,0,1,0,0
7 Series,2012,Europe,Red,Petrol,Manual,4.7,30202,57176.0,4969,Low,0,1,0,0,0,0,0
X1,2021,North America,Grey,Petrol,Automatic,2.0,48339,109334.0,3806,Low,0,0,1,0,1,0,0
7 Series,2022,North America,White,Diesel,Automatic,2.4,181855,64287.0,4671,Low,0,0,1,0,0,0,0
X5,2024,South America,Grey,Petrol,Automatic,5.0,104566,112186.0,5035,Low,0,0,1,0,1,0,0
X1,2011,Asia,Blue,Hybrid,Manual,2.0,32644,77436.0,8935,High,0,1,0,0,1,1,0
3 Series,2012,Asia,Silver,Hybrid,Automatic,4.0,127262,98935.0,5577,Low,0,1,0,0,1,0,0
5 Series,2010,South America,Silver,Diesel,Manual,4.0,98325,35855.0,8741,High,0,1,0,0,0,1,0
3 Series,2015,Middle East,Red,Petrol,Automatic,3.9,27603,54631.0,950,Low,0,1,0,0,0,0,1
M5,2020,South America,Red,Electric,Manual,2.3,45176,77788.0,4899,Low,0,0,1,0,1,0,0
X5,2020,North America,Red,Hybrid,Manual,2.3,128075,44523.0,6746,Low,0,0,1,0,0,0,0
X1,2016,North America,Blue,Hybrid,Manual,3.8,128082,103099.0,2760,Low,0,1,0,0,1,0,0
i8,2020,Europe,Blue,Hybrid,Manual,2.2,2404,49206.0,7270,High,0,0,1,0,0,0,0
7 Series,2020,South America,Red,Petrol,Manual,3.8,175363,43271.0,7811,High,0,0,1,0,0,1,0
X3,2011,Europe,Black,Hybrid,Automatic,3.2,78493,114514.0,9342,High,0,1,0,0,1,1,0
M3,2017,Europe,Red,Diesel,Automatic,2.9,129174,52784.0,204,Low,0,1,0,0,0,0,1
5 Series,2023,Asia,Grey,Electric,Automatic,2.6,50105,37719.0,6239,Low,0,0,1,0,0,0,0
X6,2015,Middle East,Red,Diesel,Automatic,4.8,113428,39070.0,6862,Low,0,1,0,0,0,0,0
M3,2023,Africa,Blue,Electric,Automatic,3.3,176053,48299.0,8654,High,0,0,1,0,0,1,0
X3,2013,Middle East,Grey,Diesel,Manual,3.5,105402,107991.0,2261,Low,0,1,0,0,1,0,1
7 Series,2014,South America,Grey,Diesel,Manual,4.8,151364,93596.0,1111,Low,0,1,0,0,1,0,1
i3,2017,Asia,White,Electric,Automatic,3.8,102918,111798.0,1945,Low,0,1,0,0,1,0,1
M5,2023,Middle East,White,Electric,Manual,4.9,69195,90367.0,1934,Low,0,0,1,0,1,0,1
M5,2012,Middle East,White,Diesel,Manual,1.9,10344,94928.0,9114,High,0,1,0,0,1,1,0
5 Series,2012,Middle East,Grey,Petrol,Manual,4.5,57546,69168.0,3045,Low,0,1,0,0,0,0,0
5 Series,2023,Europe,White,Petrol,Manual,2.7,171565,83398.0,8317,High,0,0,1,0,1,1,0
M5,2024,Africa,Grey,Petrol,Automatic,4.3,102395,64943.0,8818,High,0,0,1,0,0,1,0
X3,2023,North America,Grey,Petrol,Manual,4.5,1830,90285.0,8612,High,0,0,1,0,1,1,0
X5,2020,North America,Grey,Hybrid,Automatic,2.5,155842,108818.0,7647,High,0,0,1,0,1,1,0
M5,2013,North America,Grey,Diesel,Automatic,2.9,121154,77029.0,3861,Low,0,1,0,0,1,0,0
X3,2010,Europe,Blue,Diesel,Automatic,4.0,132710,111180.0,7409,High,0,1,0,0,1,0,0
7 Series,2018,North America,Black,Electric,Manual,1.8,174048,34197.0,8480,High,0,1,0,0,0,1,0
7 Series,2017,Europe,Silver,Petrol,Manual,4.1,117469,45813.0,6092,Low,0,1,0,0,0,0,0
7 Series,2017,Middle East,White,Diesel,Manual,1.9,164515,70547.0,6946,Low,0,1,0,0,0,0,0
7 Series,2023,Europe,Silver,Hybrid,Automatic,4.7,35714,114319.0,2579,Low,0,0,1,0,1,0,1
7 Series,2019,North America,Red,Hybrid,Automatic,2.5,38341,86584.0,5931,Low,0,0,0,0,1,0,0
M3,2015,Europe,Blue,Petrol,Automatic,3.5,87903,67395.0,4591,Low,0,1,0,0,0,0,0
i3,2016,Asia,Red,Hybrid,Automatic,1.9,52293,105227.0,789,Low,0,1,0,0,1,0,1
X3,2015,Europe,Blue,Hybrid,Manual,2.4,45751,117133.0,6175,Low,0,1,0,0,1,0,0
M3,2018,North America,Grey,Electric,Automatic,2.9,170602,71668.0,6159,Low,0,1,0,0,0,0,0
i3,2012,North America,White,Diesel,Automatic,3.2,89155,33333.0,9301,High,0,1,0,0,0,1,0
5 Series,2023,South America,Silver,Electric,Manual,1.5,19596,71158.0,126,Low,0,0,1,1,0,0,1
M5,2012,South America,Blue,Petrol,Manual,4.6,158640,104754.0,1052,Low,0,1,0,0,1,0,1
7 Series,2012,Middle East,Red,Petrol,Automatic,1.5,193274,110659.0,2814,Low,0,1,0,1,1,0,0
3 Series,2019,Asia,Black,Hybrid,Manual,4.2,99562,97801.0,9662,High,0,0,0,0,1,1,0
X5,2012,South America,White,Diesel,Manual,3.1,50114,91796.0,2697,Low,0,1,0,0,1,0,0
X3,2018,North America,Red,Diesel,Manual,3.3,103778,114675.0,5165,Low,0,1,0,0,1,0,0
3 Series,2021,South America,Silver,Petrol,Manual,2.2,70123,99425.0,3675,Low,0,0,1,0,1,0,0
X1,2013,South America,White,Hybrid,Automatic,3.6,174894,114368.0,8727,High,0,1,0,0,1,1,0
X6,2022,North America,Silver,Diesel,Automatic,3.4,192079,35479.0,7955,High,0,0,1,0,0,1,0
7 Series,2016,South America,White,Diesel,Manual,2.1,37911,119229.0,2523,Low,0,1,0,0,1,0,1
i3,2023,South America,Blue,Diesel,Automatic,2.3,122519,75472.0,1854,Low,0,0,1,0,1,0,1
M5,2024,Asia,Red,Diesel,Manual,1.7,104813,44925.0,7824,High,0,0,1,1,0,1,0
M5,2018,Europe,Blue,Hybrid,Automatic,1.7,194199,78942.0,8383,High,0,1,0,1,1,1,0
X1,2020,Africa,Silver,Petrol,Automatic,1.5,199909,96410.0,3802,Low,0,0,1,1,1,0,0
X5,2021,Asia,Silver,Diesel,Manual,2.3,84804,78106.0,9023,High,0,0,1,0,1,1,0
5 Series,2016,Africa,Blue,Hybrid,Automatic,3.9,90611,63463.0,1922,Low,0,1,0,0,0,0,1
7 Series,2018,Asia,Grey,Diesel,Automatic,2.6,160914,78608.0,4692,Low,0,1,0,0,1,0,0
X6,2021,Africa,Blue,Electric,Manual,2.7,14936,98109.0,6867,Low,0,0,1,0,1,0,0
i3,2012,North America,Grey,Petrol,Automatic,2.0,180160,119116.0,7957,High,0,1,0,0,1,1,0
i3,2024,Middle East,Black,Diesel,Manual,3.5,136391,81863.0,4484,Low,0,0,1,0,1,0,0
M5,2013,Middle East,Blue,Diesel,Automatic,2.7,61251,58187.0,1079,Low,0,1,0,0,0,0,1
M5,2023,North America,Red,Hybrid,Manual,3.9,164087,85651.0,9828,High,0,0,1,0,1,1,0
X3,2017,North America,Silver,Electric,Automatic,4.1,113134,75879.0,3351,Low,0,1,0,0,1,0,0
5 Series,2015,Africa,Silver,Diesel,Automatic,3.5,73712,112818.0,3376,Low,0,1,0,0,1,0,0
X1,2014,Africa,Black,Hybrid,Automatic,2.5,105349,56725.0,532,Low,0,1,0,0,0,0,1
i3,2022,Middle East,Blue,Petrol,Automatic,3.3,43627,90803.0,7663,High,0,0,1,0,1,1,0
i3,2013,Middle East,White,Hybrid,Automatic,2.4,140991,35623.0,6753,Low,0,1,0,0,0,0,0
3 Series,2017,Asia,Black,Diesel,Automatic,4.7,184048,108879.0,4300,Low,0,1,0,0,1,0,0
X6,2010,South America,Red,Electric,Manual,4.2,73191,116770.0,8496,High,0,1,0,0,1,1,0
X6,2023,North America,Black,Petrol,Automatic,3.2,174688,56805.0,8730,High,0,0,1,0,0,1,0
X5,2018,South America,Red,Petrol,Manual,4.9,147172,117412.0,3596,Low,0,1,0,0,1,0,0
X5,2010,Europe,Grey,Diesel,Automatic,3.4,28425,50680.0,868,Low,0,1,0,0,0,0,1
X3,2017,Africa,White,Electric,Manual,2.6,113397,94169.0,4269,Low,0,1,0,0,1,0,0
7 Series,2013,Middle East,Grey,Electric,Automatic,1.8,48791,70428.0,484,Low,0,1,0,0,0,0,1
i8,2018,Europe,Red,Diesel,Automatic,3.4,160995,95209.0,6068,Low,0,1,0,0,1,0,0
7 Series,2023,Africa,Grey,Electric,Manual,4.5,35374,97297.0,1571,Low,0,0,1,0,1,0,1
3 Series,2020,Africa,Blue,Hybrid,Automatic,4.5,177751,82064.0,9230,High,0,0,1,0,1,1,0
M5,2014,Asia,White,Diesel,Automatic,3.6,163535,44116.0,5468,Low,0,1,0,0,0,0,0
X1,2012,Europe,Red,Hybrid,Manual,2.9,128814,107178.0,2014,Low,0,1,0,0,1,0,1
3 Series,2018,North America,White,Electric,Manual,3.8,189791,33944.0,3887,Low,0,1,0,0,0,0,0
X6,2020,Middle East,Silver,Diesel,Manual,4.2,13239,112872.0,2533,Low,0,0,1,0,1,0,1
7 Series,2023,North America,Blue,Hybrid,Automatic,2.9,97332,58182.0,8263,High,0,0,1,0,0,1,0
X3,2023,South America,Silver,Diesel,Automatic,3.2,96975,60537.0,911,Low,0,0,1,0,0,0,1
X1,2018,Asia,Grey,Hybrid,Automatic,3.9,24335,53375.0,2805,Low,0,1,0,0,0,0,0
X1,2013,North America,Red,Hybrid,Manual,4.6,42243,93193.0,5789,Low,0,1,0,0,1,0,0
X3,2020,Middle East,Blue,Electric,Manual,4.3,167408,37543.0,7735,High,0,0,1,0,0,1,0
X6,2013,South America,White,Petrol,Manual,1.6,152599,48987.0,7513,High,0,1,0,1,0,0,0
i3,2021,North America,Grey,Hybrid,Manual,1.9,12526,71457.0,1475,Low,0,0,1,0,0,0,1
M5,2017,North America,Black,Diesel,Automatic,4.5,119966,106983.0,7991,High,0,1,0,0,1,1,0
X1,2011,Europe,Black,Diesel,Manual,4.4,83319,95005.0,2505,Low,0,1,0,0,1,0,1
7 Series,2018,Africa,Blue,Petrol,Automatic,2.9,126039,101043.0,5720,Low,0,1,0,0,1,0,0
i8,2022,Africa,Red,Diesel,Automatic,3.5,24575,42002.0,2849,Low,0,0,1,0,0,0,0
3 Series,2023,Asia,Blue,Petrol,Manual,4.7,126202,99153.0,9972,High,0,0,1,0,1,1,0
M5,2015,North America,Grey,Petrol,Manual,4.7,108405,77437.0,3491,Low,0,1,0,0,1,0,0
X5,2018,North America,Silver,Electric,Automatic,4.2,87395,94936.0,1758,Low,0,1,0,0,1,0,1
X1,2017,Middle East,Grey,Diesel,Automatic,2.2,168095,81315.0,6408,Low,0,1,0,0,1,0,0
X6,2024,Europe,Black,Hybrid,Automatic,4.1,183374,39920.0,677,Low,0,0,1,0,0,0,1
X3,2024,Europe,Red,Electric,Automatic,1.9,21973,96878.0,6967,Low,0,0,1,0,1,0,0
3 Series,2016,Africa,White,Hybrid,Manual,4.6,174394,116537.0,8095,High,0,1,0,0,1,1,0
5 Series,2022,Europe,Grey,Diesel,Automatic,2.0,69089,119505.0,3314,Low,0,0,1,0,1,0,0
i3,2023,Africa,White,Diesel,Manual,3.8,158219,70510.0,2346,Low,0,0,1,0,0,0,1
i3,2010,Africa,Red,Electric,Automatic,3.6,195344,111724.0,147,Low,0,1,0,0,1,0,1
X3,2023,Asia,Black,Electric,Automatic,4.2,106216,52071.0,3516,Low,0,0,1,0,0,0,0
5 Series,2021,Africa,Black,Electric,Manual,3.4,35433,79732.0,3920,Low,0,0,1,0,1,0,0
X1,2012,Europe,White,Electric,Manual,1.7,172929,101026.0,8285,High,0,1,0,1,1,1,0
5 Series,2020,North America,Red,Electric,Automatic,4.0,144806,30445.0,7976,High,0,0,1,0,0,1,0
X6,2023,Africa,Silver,Electric,Automatic,2.8,84981,63859.0,7701,High,0,0,1,0,0,1,0
i3,2011,Africa,White,Petrol,Manual,2.6,101169,31841.0,3089,Low,0,1,0,0,0,0,0
X5,2014,South America,Red,Diesel,Manual,5.0,47557,78655.0,8961,High,0,1,0,0,1,1,0
i8,2024,Asia,Black,Petrol,Automatic,3.6,29490,93975.0,7041,High,0,0,1,0,1,0,0
3 Series,2014,Middle East,Grey,Diesel,Automatic,4.0,100254,91802.0,7877,High,0,1,0,0,1,1,0
i3,2014,North America,White,Diesel,Automatic,3.3,109296,50234.0,3050,Low,0,1,0,0,0,0,0
X3,2013,North America,Blue,Electric,Manual,4.2,51446,48733.0,9877,High,0,1,0,0,0,1,0
3 Series,2014,South America,Blue,Diesel,Manual,4.1,160056,34397.0,7702,High,0,1,0,0,0,1,0
i8,2012,Africa,White,Diesel,Manual,3.8,125851,69359.0,5844,Low,0,1,0,0,0,0,0
5 Series,2021,South America,Grey,Hybrid,Manual,5.0,184108,96347.0,1768,Low,0,0,1,0,1,0,1
5 Series,2010,Africa,Red,Diesel,Manual,3.1,116931,52381.0,842,Low,0,1,0,0,0,0,1
M5,2014,Europe,Black,Hybrid,Manual,4.0,151580,58357.0,8099,High,0,1,0,0,0,1,0
3 Series,2022,North America,Blue,Petrol,Automatic,4.3,67662,76471.0,1900,Low,0,0,1,0,1,0,1
i8,2018,Africa,Red,Hybrid,Automatic,2.8,87392,67683.0,8734,High,0,1,0,0,0,1,0
3 Series,2022,Europe,White,Diesel,Manual,3.1,27140,53493.0,1142,Low,0,0,1,0,0,0,1
X6,2018,Middle East,White,Electric,Automatic,4.9,162617,70677.0,2180,Low,0,1,0,0,0,0,1
X5,2013,Middle East,Grey,Electric,Manual,1.6,93683,68174.0,2581,Low,0,1,0,1,0,0,1
3 Series,2012,Africa,Red,Electric,Manual,2.7,25441,108051.0,3540,Low,0,1,0,0,1,0,0
M3,2010,Europe,Black,Hybrid,Automatic,3.2,169916,74746.0,2987,Low,0,1,0,0,0,0,0
7 Series,2011,South America,White,Diesel,Automatic,1.5,109461,116095.0,9317,High,0,1,0,1,1,1,0
3 Series,2017,Europe,Grey,Hybrid,Automatic,4.6,20553,54938.0,9513,High,0,1,0,0,0,1,0
3 Series,2010,Middle East,White,Hybrid,Manual,2.5,1144,34020.0,6793,Low,0,1,0,0,0,0,0
M5,2017,Asia,Black,Hybrid,Automatic,2.4,106785,41431.0,256,Low,0,1,0,0,0,0,1
M5,2022,Middle East,Grey,Hybrid,Automatic,4.4,37428,81572.0,6119,Low,0,0,1,0,1,0,0
3 Series,2016,Africa,Red,Diesel,Manual,2.5,152914,98481.0,5393,Low,0,1,0,0,1,0,0
7 Series,2024,North America,Grey,Petrol,Automatic,3.8,70164,72891.0,1695,Low,0,0,1,0,0,0,1
i3,2017,Asia,White,Diesel,Automatic,4.4,64292,38482.0,4714,Low,0,1,0,0,0,0,0
M5,2021,Europe,Red,Electric,Automatic,4.3,91543,39773.0,2319,Low,0,0,1,0,0,0,1
X6,2015,North America,Red,Petrol,Automatic,4.2,85599,84546.0,3492,Low,0,1,0,0,1,0,0
i3,2021,North America,White,Hybrid,Automatic,1.8,87871,45300.0,1562,Low,0,0,1,0,0,0,1
M5,2023,Europe,Red,Electric,Automatic,1.8,77661,87980.0,5620,Low,0,0,1,0,1,0,0
X1,2024,Asia,Grey,Electric,Manual,2.6,85220,62243.0,7949,High,0,0,1,0,0,1,0
3 Series,2024,North America,Red,Electric,Automatic,1.6,14181,32046.0,8222,High,0,0,1,1,0,1,0
X5,2018,South America,Black,Petrol,Manual,3.3,103213,59693.0,5067,Low,0,1,0,0,0,0,0
i3,2012,Europe,Black,Diesel,Manual,2.9,133347,53662.0,3643,Low,0,1,0,0,0,0,0
M3,2019,North America,Black,Electric,Automatic,3.4,77982,47168.0,9630,High,0,0,0,0,0,1,0
X1,2013,Asia,Grey,Petrol,Manual,2.5,25777,30153.0,1056,Low,0,1,0,0,0,0,1
X5,2022,Middle East,Grey,Diesel,Automatic,3.2,8490,115683.0,2063,Low,0,0,1,0,1,0,1
X3,2015,North America,Silver,Diesel,Manual,2.7,180752,33523.0,6424,Low,0,1,0,0,0,0,0
5 Series,2017,North America,Blue,Diesel,Manual,2.2,12109,113362.0,4489,Low,0,1,0,0,1,0,0
7 Series,2014,Middle East,Black,Hybrid,Automatic,3.8,44741,105830.0,4494,Low,0,1,0,0,1,0,0
M5,2012,South America,Grey,Hybrid,Manual,3.9,199389,64640.0,4353,Low,0,1,0,0,0,0,0
3 Series,2015,North America,Blue,Electric,Automatic,4.4,48786,104518.0,8568,High,0,1,0,0,1,1,0
7 Series,2013,North America,Blue,Diesel,Automatic,4.6,152497,102281.0,1914,Low,0,1,0,0,1,0,1
7 Series,2018,Africa,Black,Hybrid,Automatic,4.0,129213,45738.0,861,Low,0,1,0,0,0,0,1
i3,2022,Europe,Red,Hybrid,Automatic,3.9,133018,37656.0,3440,Low,0,0,1,0,0,0,0
X6,2012,South America,Silver,Electric,Automatic,1.7,52775,35893.0,8290,High,0,1,0,1,0,1,0
i8,2013,Middle East,Red,Hybrid,Automatic,1.9,144990,105785.0,6713,Low,0,1,0,0,1,0,0
X1,2016,Europe,Grey,Electric,Automatic,4.3,98380,60622.0,149,Low,0,1,0,0,0,0,1
i3,2016,Africa,Grey,Diesel,Manual,2.3,119246,66338.0,7387,High,0,1,0,0,0,0,0
M5,2021,South America,Black,Hybrid,Automatic,2.7,182748,68566.0,718,Low,0,0,1,0,0,0,1
i3,2021,Asia,Blue,Petrol,Automatic,2.0,18112,68520.0,6391,Low,0,0,1,0,0,0,0
3 Series,2013,Asia,Blue,Electric,Automatic,2.2,85920,34793.0,4028,Low,0,1,0,0,0,0,0
i8,2015,Europe,Silver,Hybrid,Automatic,4.2,196385,95049.0,5941,Low,0,1,0,0,1,0,0
5 Series,2021,Asia,Grey,Diesel,Manual,2.4,114811,114042.0,976,Low,0,0,1,0,1,0,1
X6,2022,Europe,Red,Hybrid,Manual,3.1,185778,100653.0,9055,High,0,0,1,0,1,1,0
X3,2012,Africa,White,Hybrid,Manual,2.0,144225,117908.0,3248,Low,0,1,0,0,1,0,0
7 Series,2015,Middle East,Black,Petrol,Automatic,3.9,86335,54082.0,1910,Low,0,1,0,0,0,0,1
X5,2021,Europe,Blue,Diesel,Manual,4.0,6127,44193.0,9098,High,0,0,1,0,0,1,0
3 Series,2011,Middle East,Grey,Electric,Automatic,2.8,158177,104818.0,9397,High,0,1,0,0,1,1,0
X6,2017,North America,Grey,Diesel,Automatic,4.2,98196,109706.0,5433,Low,0,1,0,0,1,0,0
X6,2011,Europe,Blue,Hybrid,Automatic,2.3,34172,43109.0,3207,Low,0,1,0,0,0,0,0
M5,2020,Middle East,Red,Diesel,Automatic,3.9,42688,39278.0,3592,Low,0,0,1,0,0,0,0
3 Series,2016,Middle East,Red,Electric,Manual,4.1,191296,81297.0,6615,Low,0,1,0,0,1,0,0
M3,2018,North America,Grey,Petrol,Manual,4.9,112831,79032.0,9021,High,0,1,0,0,1,1,0
X1,2010,Asia,Black,Petrol,Manual,2.3,154769,95726.0,8515,High,0,1,0,0,1,1,0
M5,2017,Asia,Grey,Electric,Manual,1.8,100831,118913.0,6453,Low,0,1,0,0,1,0,0
7 Series,2016,Asia,Black,Petrol,Automatic,2.4,7646,71302.0,7645,High,0,1,0,0,0,1,0
X3,2015,Asia,White,Diesel,Manual,1.9,168636,95612.0,1621,Low,0,1,0,0,1,0,1
i8,2015,South America,Grey,Petrol,Manual,2.1,67711,113232.0,3425,Low,0,1,0,0,1,0,0
i3,2015,North America,Red,Diesel,Manual,2.7,73468,108861.0,9800,High,0,1,0,0,1,1,0
5 Series,2018,Europe,Silver,Hybrid,Manual,2.9,36049,34072.0,5441,Low,0,1,0,0,0,0,0
M5,2011,Middle East,Silver,Electric,Automatic,4.7,162831,57365.0,9528,High,0,1,0,0,0,1,0
X6,2010,North America,Blue,Electric,Manual,2.2,52032,64101.0,5820,Low,0,1,0,0,0,0,0
3 Series,2022,South America,Silver,Hybrid,Automatic,4.9,121276,114834.0,7840,High,0,0,1,0,1,1,0
M5,2021,Middle East,White,Diesel,Manual,4.3,169963,34730.0,307,Low,0,0,1,0,0,0,1
M5,2015,Asia,White,Petrol,Manual,4.6,89418,83861.0,7980,High,0,1,0,0,1,1,0
i3,2019,North America,Silver,Petrol,Manual,4.8,893,102375.0,5507,Low,1,0,0,0,1,0,0
M5,2020,Middle East,Silver,Diesel,Automatic,4.1,153791,73597.0,6217,Low,0,0,1,0,0,0,0
3 Series,2017,Middle East,Black,Petrol,Automatic,4.3,74013,88232.0,6556,Low,0,1,0,0,1,0,0
5 Series,2012,Africa,Blue,Hybrid,Manual,3.0,744,41884.0,2733,Low,1,1,0,0,0,0,0
3 Series,2021,Middle East,Black,Diesel,Automatic,3.3,99965,82963.0,3045,Low,0,0,1,0,1,0,0
M3,2019,Europe,White,Diesel,Manual,4.8,49755,85722.0,645,Low,0,0,0,0,1,0,1
5 Series,2010,Middle East,Blue,Electric,Manual,2.8,79705,102002.0,2560,Low,0,1,0,0,1,0,1
X3,2018,Asia,White,Electric,Manual,1.6,133078,99625.0,6465,Low,0,1,0,1,1,0,0
X1,2022,North America,Silver,Petrol,Automatic,4.2,10889,87104.0,6604,Low,0,0,1,0,1,0,0
i3,2022,Africa,Black,Petrol,Manual,3.5,88650,77392.0,3586,Low,0,0,1,0,1,0,0
3 Series,2010,Middle East,Silver,Hybrid,Manual,4.4,7798,48997.0,3153,Low,0,1,0,0,0,0,0
X1,2012,Europe,Blue,Hybrid,Manual,1.8,61292,106740.0,2593,Low,0,1,0,0,1,0,0
M5,2017,Asia,White,Petrol,Manual,3.7,36933,74900.0,3521,Low,0,1,0,0,0,0,0
M5,2023,Europe,Silver,Hybrid,Manual,2.4,193308,54348.0,1417,Low,0,0,1,0,0,0,1
7 Series,2012,Middle East,Grey,Electric,Automatic,4.7,153621,42699.0,814,Low,0,1,0,0,0,0,1
i3,2022,South America,Blue,Hybrid,Automatic,1.9,125829,34778.0,1166,Low,0,0,1,0,0,0,1
7 Series,2013,Europe,Blue,Electric,Manual,4.5,198955,100176.0,233,Low,0,1,0,0,1,0,1
i3,2017,Europe,Silver,Petrol,Manual,1.8,137278,118406.0,6261,Low,0,1,0,0,1,0,0
M3,2010,Europe,Blue,Electric,Automatic,1.6,72369,71644.0,9616,High,0,1,0,1,0,1,0
X6,2022,South America,Grey,Diesel,Automatic,2.3,150521,92037.0,3690,Low,0,0,1,0,1,0,0
X3,2022,Africa,Blue,Diesel,Automatic,2.7,85366,40559.0,5298,Low,0,0,1,0,0,0,0
M5,2015,Asia,White,Diesel,Automatic,3.7,161404,114199.0,5838,Low,0,1,0,0,1,0,0
X6,2010,Europe,Blue,Electric,Automatic,2.0,171836,99577.0,3200,Low,0,1,0,0,1,0,0
5 Series,2023,Middle East,Black,Petrol,Automatic,3.0,74771,32819.0,6601,Low,0,0,1,0,0,0,0
X1,2010,South America,Blue,Electric,Manual,2.2,140234,50786.0,1754,Low,0,1,0,0,0,0,1
M5,2023,Africa,Grey,Hybrid,Manual,4.5,74177,33645.0,7795,High,0,0,1,0,0,1,0
